English,Persian
"Central European (_Windows-1250)
","اروپای مرکزی (_Windows-1250)
"
"Chinese Simplified (_GB18030)
","چینی ساده شده (_GB18030)
"
"Chinese Simplified (G_B2312)
","چینی ساده شده (G_B2312)
"
"Chinese Simplified (GB_K)
","چینی ساده شده (GB_K)
"
"Chinese Simplified (_HZ)
","چینی ساده شده (_HZ)
"
"Chinese Simplified (_ISO-2022-CN)
","چینی ساده شده (_ISO-2022-CN)
"
"Chinese Traditional (Big_5)
","چینی سنتی (Big_5)
"
"Chinese Traditional (Big5-HK_SCS)
","چینی سنتی (Big5-HK_SCS)
"
"Chinese Traditional (_EUC-TW)
","چینی سنتی (_EUC-TW)
"
"Cyrillic (_IBM-855)
","سیریلی (_IBM-855)
"
"Cyrillic (I_SO-8859-5)
","سیریلی (I_SO-8859-5)
"
"Cyrillic (IS_O-IR-111)
","سیریلی (IS_O-IR-111)
"
"Cyrillic (_KOI8-R)
","سیریلی (_KOI8-R)
"
"Cyrillic (_MacCyrillic)
","سیریلی (_MacCyrillic)
"
"Cyrillic (_Windows-1251)
","سیریلی (_Windows-1251)
"
"Cyrillic/_Russian (IBM-866)
","سیریلی/_روسی (IBM-866)
"
"Greek (_ISO-8859-7)
","یونانی (_ISO-8859-7)
"
"Greek (_MacGreek)
","یونانی (_MacGreek)
"
"Greek (_Windows-1253)
","یونانی (_Windows-1253)
"
"Gujarati (_MacGujarati)
","گاجراتی (_MacGujarati)
"
"Gurmukhi (Mac_Gurmukhi)
","گرمکی (گرمکیِ مک)
"
"Hindi (Mac_Devanagari)
","هندی (Mac_Devanagari)
"
"Hebrew (_IBM-862)
","عبری (_IBM-862)
"
"Hebrew (IS_O-8859-8-I)
","عبری (IS_O-8859-8-I)
"
"Hebrew (_MacHebrew)
","عبری (_MacHebrew)
"
"Hebrew (_Windows-1255)
","عبری (_Windows-1255)
"
"_Visual Hebrew (ISO-8859-8)
","_عبری تصویری (ISO-8859-8)
"
"Japanese (_EUC-JP)
","ژاپنی (_EUC-JP)
"
"Japanese (_ISO-2022-JP)
","ژاپنی (_ISO-2022-JP)
"
"Japanese (_Shift-JIS)
","ژاپنی (_Shift-JIS)
"
"Korean (_EUC-KR)
","کره‌ای (_EUC-KR)
"
"Korean (_ISO-2022-KR)
","کره‌ای (_ISO-2022-KR)
"
"Korean (_JOHAB)
","کره‌ای (_JOHAB)
"
"Korean (_UHC)
","کره‌ای (_UHC)
"
"_Celtic (ISO-8859-14)
","_سلتی (ISO-8859-14)
"
"_Icelandic (MacIcelandic)
","ا_یسلندی (MacIcelandic)
"
"_Nordic (ISO-8859-10)
","_نوردیک (ISO-8859-10)
"
"_Persian (MacFarsi)
","_فارسی (MacFarsi)
"
"Croatian (Mac_Croatian)
","کرواتی (Mac_Croatian)
"
"_Romanian (MacRomanian)
","_رومانیایی (MacRomanian)
"
"R_omanian (ISO-8859-16)
","رو_مانیایی (ISO-8859-16)
"
"South _European (ISO-8859-3)
","_جنوب اروپایی (ISO-8859-3)
"
"Thai (TIS-_620)
","تایلندی (TIS-_620)
"
"Thai (IS_O-8859-11)
","تایلندی (IS_O-8859-11)
"
"_Thai (Windows-874)
","_تایلندی (Windows-874)
"
"Turkish (_IBM-857)
","ترکی (_IBM-857)
"
"Turkish (I_SO-8859-9)
","ترکی (I_SO-8859-9)
"
"Turkish (_MacTurkish)
","ترکی (_MacTurkish)
"
"Turkish (_Windows-1254)
","ترکی (_Windows-1254)
"
"Unicode (UTF-_8)
","یونی‌کد (UTF-_8‎)
"
"Cyrillic/Ukrainian (_KOI8-U)
","سیریلی/اوکراینی (_KOI8-U)
"
"Cyrillic/Ukrainian (Mac_Ukrainian)
","سیریلی/اوکراینی (Mac_Ukrainian)
"
"Vietnamese (_TCVN)
","ویتنامی (_TCVN)
"
"Vietnamese (_VISCII)
","ویتنامی (_VISCII)
"
"Vietnamese (V_PS)
","ویتنامی (V_PS)
"
"Vietnamese (_Windows-1258)
","ویتنامی (_Windows-1258)
"
"Western (_IBM-850)
","غربی (_IBM-850)
"
"Western (_ISO-8859-1)
","غربی (_ISO-8859-1)
"
"Western (IS_O-8859-15)
","غربی (IS_O-8859-15)
"
"Western (_MacRoman)
","غربی (_McRoman)
"
"Western (_Windows-1252)
","غربی (_Windows-1252)related
"
"English (_US-ASCII)
","انگلیسی (_US-ASCII)
"
"Unicode (UTF-_16 BE)
","یونی‌کد (UTF-_16 BE‎)
"
"Unicode (UTF-1_6 LE)
","یونی‌کد (UTF-1_6 LE‎)
"
"Unicode (UTF-_32 BE)
","یونی‌کد (UTF-_32 BE‎)
"
"Unicode (UTF-3_2 LE)
","یونی‌کد (UTF-3_2 LE‎)
"
"Unknown (%s)
","نامعلوم (%s)
"
"Text not found
","متن پیدا نشد
"
"Search wrapped back to the top
","جست‌وجو به بالای صفحه بازگشت
"
"Type to search…
","برای جستجو تایپ کنید...
"
"Find previous occurrence of the search string
","پیدا کردن مورد قبلی رشته‌ی جستجو
"
"Find next occurrence of the search string
","پیدا کردن مورد بعدی رشته‌ی جستجو
"
"Save
","ذخیره
"
"Deny
","رد شود
"
"Allow
","اجازه داده شود
"
"The page at %s wants to know your location.
","صفحه‌ی %s می‌خواهد مکان شما را بداند.
"
"Loading “%s”…
","در حال بارگیری «%s»...
"
"Loading…
","در حال بارگیری...
"
"None specified
","هیچکدام مشخص نشده
"
"Problem loading “%s”
","در حال بارگیری «%s»...
"
"Oops! Unable to display this website.
","اوه! نمایش این وبسایت غیر ممکن بود
"
"The site at “%s” seems to be unavailable. The precise error was:%sIt may be temporarily unavailable or moved to a new address. You may wish to verify that your internet connection is working correctly.
","پایگاه وب %s بنظر غیرقابل دسترس است. خطا جامع آن:%s ممکن است بطور موقت خارج از دسترس باشد یا به یک آدرس دیگر منتقل شده باشد. فراموش نکنید که از صحت کارکرد اتصال اینترنت خود اطمینان حاصل نمایید.
"
"Try again
","تلاش دوباره
"
"This site may have caused Web to close unexpectedly.If this happens again, please report the problem to the %s developers.
","هنگامی که مرورگر وب ناگهان بسته شد، این صفحه در حال بارگیری بود.بارگذاری مجدد صفحه ممکن است این مسئله را دوباره تکرار کند. اگر این اتفاق دوباره افتاد، لطفا به برنامه‌نویسان %s گزارش دهید.
"
"Reload Anyway
","به هر حال مجدد بار شود
"
"Problem displaying “%s”
","در حال بارگیری «%s»...
"
"Oops!
","اُخ!
"
"Something went wrong while displaying this page. Please reload or visit a different page to continue.
","یک چیزی زمان نمایش این صفحه اشتباه شد. لطفا برای ادامه، دوباره بارگیری کنید یا یک صفحه دیگر باز کنید.
"
"_OK
","_تایید
"
"_Cancel
","_لغو
"
"_Open
","_باز کردن
"
"_Save
","_ذخیره
"
"All supported types
","همه‌ی انواع پشتیبانی شده
"
"Web pages
","صفحات وب
"
"Images
","تصاویر
"
"All files
","همه‌ی پرونده‌ها
"
"Downloads
","بارگیری‌ها
"
"Desktop
","رومیزی
"
"Could not create a temporary directory in “%s”.
","ایجاد شاخه‌ی موقت در «%s» شکست خورد.
"
"The file “%s” exists. Please move it out of the way.
","پرونده‌ی «%s» وجود دارد. لطفاً آن را از سر راه کنار ببرید.
"
"Failed to create directory “%s”.
","ایجاد شاخه‌ی «%s» شکست خورد.
"
"Password for %s in a form in %s
","گذرواژه برای %s در فرمی در %s
"
"Password in a form in %s
","گذرواژه برای %s در فرمی در %s
"
"Directory “%s” is not writable
","شاخه‌ی «%s» قابل نوشتن نیست
"
"You do not have permission to create files in this directory.
","شما اجازه‌ی ایجاد پرونده در این شاخه ندارید.
"
"Directory not Writable
","شاخه‌ی غیرقابل نوشتن
"
"Cannot overwrite existing file “%s”
","نمی‌توان روی پرونده‌ی موجود «%s» نوشت
"
"A file with this name already exists and you don't have permission to overwrite it.
","پرونده‌ای با این نام از قبل موجود است و اگر تصمیم بگیرید روی این پرونده بنویسید، محتویات آن از دست خواهند رفت.
"
"Cannot Overwrite File
","نمی‌توان روی پرونده نوشت
"
"Could not display help: %s
","نمایش راهنما ممکن نیست: %s
"
"Master password needed
","نیاز به گذرواژه اصلی است
"
"The passwords from the previous version are locked with a master password. If you want to import them, please enter your master password below.
","گذرواژه‌ها از یک نسخه‌ی پیشین (گِکو) با یک گذرواژه‌ی اصلی قفل شده‌اند. اگر می‌خواهید اِپیفانی آن‌ها را وارد کند، لطفا گذرواژه‌ی اصلی را در زیر وارد کنید.
"
"Failed to copy cookies file from Mozilla.
","رونوشت کوکی‌ها از موزیلا خراب شد.
"
"Web 3.6 deprecated this directory and tried migrating this configuration to ~/.config/epiphany
","اپیفانی ۳.۶ این شاخه را منسوخ کرده است و سعی کرده است این پیکربندی‌ها را ~/.config/epiphany منتقل کند
"
"Executes only the n-th migration step
","تنها مرحله‌های مشخص تبدیل‌گر را اجرا می‌کند
"
"Specifies the required version for the migrator
","نسخه‌ی مجموعه‌تنظیمات تبدیل‌گر را مشخص میکند
"
"Specifies the profile where the migrator should run
","مجموعه‌تنظیماتی که باید در آن تبدیل‌گر اجرا شود را مشخص می‌کند
"
"Web profile migrator
","تبدیل‌گر مجموعه‌تنظیمات اپیفانی
"
"Web profile migrator options
","گزینه‌های تبدیل‌گر مجموعه‌تنظیمات اپیفانیfriendly time"" string for the current day, strftime format. like ""Today 12:34 am
"
"Today %I:%M %p
","امروز %OI:%OMfriendly timeYesterday 12:34 am
"
"Yesterday %I:%M %p
","دیروز %OI:%OMfriendly timeWed 12:34 am
"
"%a %I:%M %p
","%a %OI:%OMfriendly timeFeb 12 12:34 am
"
"%b %d %I:%M %p
","%Od %b %OI:%OMfriendly timeFeb 12 1997
"
"%b %d %Y
","%Od %b
"
"Unknown
","ناشناخته
"
"50%
","۵۰٪
"
"75%
","۷۵٪
"
"100%
","۱۰۰٪
"
"125%
","۱۲۵٪
"
"150%
","۱۵۰٪
"
"175%
","۱۷۵٪
"
"200%
","۲۰۰٪
"
"300%
","۳۰۰٪
"
"400%
","۴۰۰٪
"
"Others
","دیگران
"
"Local files
","پرونده‌های محلی
"
"The certificate does not match the expected identity
","گواهی شامل هیچ‌کدام از هویت‌های موردانتظار نبود
"
"The certificate has expired
","گواهی منسوخ شده است
"
"The signing certificate authority is not known
","امضا کننده گواهی شناخته شده نیست
"
"The certificate contains errors
","گواهی شامل خطا است
"
"The certificate has been revoked
","گواهی باطل شده است
"
"The certificate is signed using a weak signature algorithm
","گواهی توسط که الگوریتم ضعیف رمزنگاری شده است
"
"The certificate activation time is still in the future
","زمان فعال‌سازی گواهی هنوز در آینده است
"
"The identity of this website has been verified
","هویت این وب‌سایت تایید شده است
"
"The identity of this website has not been verified
","هویت این وب‌سایت تایید نشده است
"
"Finished
","پایان یافت
"
"Error downloading: %s
","خطا در بارکردن: %s
"
